#mDM channel integrated photon spectrum
MASS	Energy Spectrum
5.0	5.0
6.0	6.0
8.0	8.0
10.0	10.0
15.0	15.0
20.0	20.0
25.0	25.0
30.0	30.0
40.0	40.0
50.0	50.0
60.0	60.0
70.0	70.0
80.0	80.0
90.0	90.0
100.0	100.0
110.0	110.0
120.0	120.0
130.0	130.0
140.0	140.0
150.0	150.0
160.0	160.0
180.0	180.0
200.0	200.0
220.0	220.0
240.0	240.0
260.0	260.0
280.0	280.0
300.0	300.0
330.0	330.0
360.0	360.0
400.0	400.0
450.0	450.0
500.0	500.0
550.0	550.0
600.0	600.0
650.0	650.0
700.0	700.0
750.0	750.0
800.0	800.0
900.0	900.0
1000.0	1000.0
1100.0	1100.0
1200.0	1200.0
1300.0	1300.0
1500.0	1500.0
1700.0	1700.0
2000.0	2000.0
2500.0	2500.0
3000.0	3000.0
4000.0	4000.0
5000.0	5000.0
6000.0	6000.0
7000.0	7000.0
8000.0	8000.0
9000.0	9000.0
10000.0	10000.0
12000.0	12000.0
15000.0	15000.0
20000.0	20000.0
30000.0	30000.0
50000.0	50000.0
100000.0	100000.0
